V1,V2
ENSMUSG00000053856,285126
ENSMUSG00000028896,1104
ENSMUSG00000028480,152007
ENSMUSG00000032702,23189
ENSMUSG00000022577,4062
ENSMUSG00000022347,1
ENSMUSG00000093107,677778
ENSMUSG00000033368,140691
ENSMUSG00000041124,84437
ENSMUSG00000080542,100151683
ENSMUSG00000028042,51043
ENSMUSG00000019178,51657
ENSMUSG00000088948,692223
ENSMUSG00000063445,57407
ENSMUSG00000022664,55032
ENSMUSG00000064778,26789
ENSMUSG00000027778,57560
ENSMUSG00000019210,529
ENSMUSG00000065628,26818
ENSMUSG00000026012,940
ENSMUSG00000077345,692110
ENSMUSG00000068079,6939
ENSMUSG00000046337,51252
ENSMUSG00000070426,55298
ENSMUSG00000042359,114880
ENSMUSG00000029208,60558
ENSMUSG00000021684,8622
ENSMUSG00000064441,26812
ENSMUSG00000065110,26787
ENSMUSG00000043880,391189
ENSMUSG00000033335,1785
ENSMUSG00000034055,5255
ENSMUSG00000090626,374618
ENSMUSG00000088958,677776
ENSMUSG00000023931,151651
ENSMUSG00000061393,93
ENSMUSG00000037124,25893
ENSMUSG00000049252,53353
ENSMUSG00000021908,8031
ENSMUSG00000086277,92346
ENSMUSG00000042500,192670
ENSMUSG00000055114,312
ENSMUSG00000051910,55553
ENSMUSG00000033020,5435
ENSMUSG00000077323,26824
ENSMUSG00000045291,92912
ENSMUSG00000045394,4072
ENSMUSG00000075069,256144
ENSMUSG00000036103,81035
ENSMUSG00000019878,3298
ENSMUSG00000030839,26297
ENSMUSG00000063549,343171
ENSMUSG00000025933,28978
ENSMUSG00000044106,26648
ENSMUSG00000042243,1514
ENSMUSG00000024982,64429
ENSMUSG00000038880,65993
ENSMUSG00000059910,119764
ENSMUSG00000047773,162282
ENSMUSG00000077440,594837
ENSMUSG00000048087,191
ENSMUSG00000001472,22980
ENSMUSG00000054702,130340
ENSMUSG00000079239,219473
ENSMUSG00000023411,4776
ENSMUSG00000087939,100873766
ENSMUSG00000024019,23070
ENSMUSG00000021866,311
ENSMUSG00000052850,50831
ENSMUSG00000038840,79444
ENSMUSG00000047213,253943
ENSMUSG00000050671,145501
ENSMUSG00000069036,6736
ENSMUSG00000032193,3949
ENSMUSG00000037140,50832
ENSMUSG00000062524,9437
ENSMUSG00000089308,100113379
ENSMUSG00000089617,692148
ENSMUSG00000037086,100130613
ENSMUSG00000056643,166012
ENSMUSG00000024797,738
ENSMUSG00000029909,136242
ENSMUSG00000027560,55816
ENSMUSG00000026675,51478
ENSMUSG00000029640,219333
ENSMUSG00000043463,51209
ENSMUSG00000027233,197135
ENSMUSG00000063888,285855
ENSMUSG00000047053,127670
ENSMUSG00000019789,23493
ENSMUSG00000023873,168090
ENSMUSG00000034714,94015
ENSMUSG00000038279,4839
ENSMUSG00000024384,55677
ENSMUSG00000080615,692212
ENSMUSG00000035772,51116
ENSMUSG00000051367,6495
ENSMUSG00000020849,7531
ENSMUSG00000062785,3748
ENSMUSG00000025787,7047
ENSMUSG00000064728,100302738
ENSMUSG00000073435,4832
ENSMUSG00000039356,23404
ENSMUSG00000089375,91380
ENSMUSG00000080582,677799
ENSMUSG00000022358,114907
ENSMUSG00000077575,677826
ENSMUSG00000042262,1237
ENSMUSG00000079343,716
ENSMUSG00000035946,170825
ENSMUSG00000022020,79612
ENSMUSG00000022772,205564
ENSMUSG00000038866,54877
ENSMUSG00000043549,55138
ENSMUSG00000042514,57565
ENSMUSG00000022744,56650
ENSMUSG00000027636,84174
ENSMUSG00000038048,129684
ENSMUSG00000047161,83539
ENSMUSG00000044328,90313
ENSMUSG00000029680,23553
ENSMUSG00000089281,677772
ENSMUSG00000032392,54956
ENSMUSG00000040265,26052
ENSMUSG00000029151,7781
ENSMUSG00000027822,9197
ENSMUSG00000028309,56254
ENSMUSG00000021607,64979
ENSMUSG00000037826,152926
ENSMUSG00000020295,3049
ENSMUSG00000026083,9669
ENSMUSG00000048100,6884
ENSMUSG00000013236,5802
ENSMUSG00000039395,55686
ENSMUSG00000064907,26827
ENSMUSG00000065336,677815
ENSMUSG00000045969,3621
ENSMUSG00000060404,26692
ENSMUSG00000045132,283111
ENSMUSG00000020064,26091
ENSMUSG00000009210,92340
ENSMUSG00000048155,286436
ENSMUSG00000048155,158983
ENSMUSG00000030800,5652
ENSMUSG00000030898,887
ENSMUSG00000071481,442361
ENSMUSG00000052738,8802
ENSMUSG00000027742,57511
ENSMUSG00000057649,65980
ENSMUSG00000057265,80127
ENSMUSG00000026399,1604
ENSMUSG00000001082,10227
ENSMUSG00000031497,10673
ENSMUSG00000027574,128414
ENSMUSG00000062410,3284
ENSMUSG00000062410,3283
ENSMUSG00000084738,692202
ENSMUSG00000031449,496
ENSMUSG00000088990,677774
ENSMUSG00000079426,10093
ENSMUSG00000046792,126208
ENSMUSG00000003190,83596
ENSMUSG00000090523,2995
ENSMUSG00000062397,51123
ENSMUSG00000029538,8683
ENSMUSG00000036403,9662
ENSMUSG00000026240,64708
ENSMUSG00000000295,51020
ENSMUSG00000023959,53405
ENSMUSG00000029697,389549
ENSMUSG00000073676,3336
ENSMUSG00000059460,121275
ENSMUSG00000080364,677843
ENSMUSG00000040586,8481
ENSMUSG00000040151,9653
ENSMUSG00000006335,29844
ENSMUSG00000038973,125875
ENSMUSG00000089033,100379141
ENSMUSG00000089033,100337591
ENSMUSG00000024258,5433
ENSMUSG00000022123,8796
ENSMUSG00000038412,25994
ENSMUSG00000003662,9391
ENSMUSG00000036752,10383
ENSMUSG00000024074,51232
ENSMUSG00000024379,85480
ENSMUSG00000047733,100130348
ENSMUSG00000080683,692203
ENSMUSG00000067702,113457
ENSMUSG00000067702,7278
ENSMUSG00000030486,9310
ENSMUSG00000056598,83450
ENSMUSG00000037260,138050
ENSMUSG00000041915,83607
ENSMUSG00000020954,29966
ENSMUSG00000024304,1000
ENSMUSG00000010095,6520
ENSMUSG00000025141,255275
ENSMUSG00000055116,406
ENSMUSG00000023333,8521
ENSMUSG00000021537,1070
ENSMUSG00000031365,10838
ENSMUSG00000034158,116064
ENSMUSG00000074254,1549
ENSMUSG00000074254,1548
ENSMUSG00000074254,1553
ENSMUSG00000024259,91137
ENSMUSG00000033082,51267
ENSMUSG00000001029,3384
ENSMUSG00000088351,26795
ENSMUSG00000024959,572
ENSMUSG00000037661,26996
ENSMUSG00000075502,89890
ENSMUSG00000027276,182
ENSMUSG00000032334,4016
ENSMUSG00000012042,84103
ENSMUSG00000037872,2532
ENSMUSG00000040843,261726
ENSMUSG00000071151,6881
ENSMUSG00000022774,22916
ENSMUSG00000089185,101954264
ENSMUSG00000089185,101954272
ENSMUSG00000019122,6368
ENSMUSG00000019122,6359
ENSMUSG00000074364,30846
ENSMUSG00000039264,55340
ENSMUSG00000039264,100527949
ENSMUSG00000002833,84717
ENSMUSG00000038812,51504
ENSMUSG00000071862,26045
ENSMUSG00000027637,100527943
ENSMUSG00000030317,7079
ENSMUSG00000056219,161145
ENSMUSG00000026241,4880
ENSMUSG00000065208,619568
ENSMUSG00000022272,4651
ENSMUSG00000071230,283869
ENSMUSG00000035283,153
ENSMUSG00000089228,100873755
ENSMUSG00000029547,26173
ENSMUSG00000050440,57817
ENSMUSG00000008429,64224
ENSMUSG00000075289,57571
ENSMUSG00000022607,5747
ENSMUSG00000031709,23158
ENSMUSG00000026969,401565
ENSMUSG00000070822,65982
ENSMUSG00000031144,6855
ENSMUSG00000047153,23351
ENSMUSG00000067860,7547
ENSMUSG00000050064,90874
ENSMUSG00000023906,9074
ENSMUSG00000064751,94161
ENSMUSG00000032437,201595
ENSMUSG00000066748,26493
ENSMUSG00000037984,63974
ENSMUSG00000092680,26811
ENSMUSG00000064542,94163
ENSMUSG00000002111,6688
ENSMUSG00000078798,6822
ENSMUSG00000008435,112724
ENSMUSG00000044573,52
ENSMUSG00000059382,259294
ENSMUSG00000059382,259293
ENSMUSG00000059382,259296
ENSMUSG00000059382,259289
ENSMUSG00000059382,259292
ENSMUSG00000059382,259290
ENSMUSG00000059382,259295
ENSMUSG00000049404,5918
ENSMUSG00000024400,55339
ENSMUSG00000028165,493856
ENSMUSG00000025260,3028
ENSMUSG00000070699,54938
ENSMUSG00000015027,2588
ENSMUSG00000085601,388553
ENSMUSG00000066720,9080
ENSMUSG00000032556,8419
ENSMUSG00000029416,121260
ENSMUSG00000041559,2331
ENSMUSG00000025980,3329
ENSMUSG00000021993,4285
ENSMUSG00000035164,85463
ENSMUSG00000024340,56244
ENSMUSG00000039345,79091
ENSMUSG00000006522,3699
ENSMUSG00000044475,51008
ENSMUSG00000034820,79869
ENSMUSG00000056228,79587
ENSMUSG00000054364,388
ENSMUSG00000021662,64283
ENSMUSG00000076431,6659
ENSMUSG00000022698,80218
ENSMUSG00000079317,6399
ENSMUSG00000079317,6399
ENSMUSG00000055471,238
ENSMUSG00000030158,387837
ENSMUSG00000036295,54674
ENSMUSG00000055200,29946
ENSMUSG00000029272,6783
ENSMUSG00000029376,441024
ENSMUSG00000032300,56905
ENSMUSG00000045215,80816
ENSMUSG00000064023,11202
ENSMUSG00000011096,84335
ENSMUSG00000090862,6207
ENSMUSG00000071340,100128327
ENSMUSG00000057381,50840
ENSMUSG00000040234,51768
ENSMUSG00000024955,2101
ENSMUSG00000027403,343641
ENSMUSG00000067528,390197
ENSMUSG00000035860,222256
ENSMUSG00000030054,2815
ENSMUSG00000042978,388228
ENSMUSG00000034957,1050
ENSMUSG00000063683,10249
ENSMUSG00000026832,9595
ENSMUSG00000030617,220047
ENSMUSG00000063887,22871
ENSMUSG00000030278,63924
ENSMUSG00000060503,120776
ENSMUSG00000055720,84993
ENSMUSG00000014791,79767
ENSMUSG00000053211,7544
ENSMUSG00000053211,7543
ENSMUSG00000045903,266743
ENSMUSG00000028778,3061
ENSMUSG00000090509,389376
ENSMUSG00000089768,286527
ENSMUSG00000089768,11013
ENSMUSG00000022758,9127
ENSMUSG00000041930,84915
ENSMUSG00000032279,3419
ENSMUSG00000024378,134429
ENSMUSG00000038457,348013
ENSMUSG00000040514,219557
ENSMUSG00000026829,26301
ENSMUSG00000034706,64446
ENSMUSG00000031026,9866
ENSMUSG00000035673,22904
ENSMUSG00000032459,56945
ENSMUSG00000039717,138046
ENSMUSG00000049491,285641
ENSMUSG00000029213,54951
ENSMUSG00000078588,149473
ENSMUSG00000039414,54497
ENSMUSG00000021213,1645
ENSMUSG00000021213,1109
ENSMUSG00000021213,8644
ENSMUSG00000021213,1646
ENSMUSG00000026333,54826
ENSMUSG00000041730,644168
ENSMUSG00000024451,64411
ENSMUSG00000055371,10254
ENSMUSG00000017737,4318
ENSMUSG00000036782,90293
ENSMUSG00000020387,23338
ENSMUSG00000032504,10015
ENSMUSG00000021314,273
ENSMUSG00000021270,3320
ENSMUSG00000036062,23349
ENSMUSG00000063273,80155
ENSMUSG00000022100,23039
ENSMUSG00000039738,84464
ENSMUSG00000025916,286187
ENSMUSG00000022945,8208
ENSMUSG00000026480,4688
ENSMUSG00000074698,283106
ENSMUSG00000074698,1457
ENSMUSG00000022053,64641
ENSMUSG00000039683,221935
ENSMUSG00000026121,54910
ENSMUSG00000019737,163183
ENSMUSG00000061436,28996
ENSMUSG00000025451,10605
ENSMUSG00000020097,8879
ENSMUSG00000028017,1950
ENSMUSG00000029706,5078
ENSMUSG00000029209,132789
ENSMUSG00000027634,57446
ENSMUSG00000059851,84787
ENSMUSG00000028469,4882
ENSMUSG00000006498,5725
ENSMUSG00000031099,6594
ENSMUSG00000020451,3985
ENSMUSG00000006154,54869
ENSMUSG00000028107,80222
ENSMUSG00000021068,51199
ENSMUSG00000088436,100873774
ENSMUSG00000089265,101340252
ENSMUSG00000091900,129401
ENSMUSG00000030107,11274
ENSMUSG00000027229,145645
ENSMUSG00000064604,677825
ENSMUSG00000051768,7515
ENSMUSG00000034320,1836
ENSMUSG00000033282,23322
ENSMUSG00000044408,171546
ENSMUSG00000019866,202
ENSMUSG00000008734,51704
ENSMUSG00000038776,2052
ENSMUSG00000024953,25824
ENSMUSG00000049971,144423
ENSMUSG00000031145,4007
ENSMUSG00000004931,9546
ENSMUSG00000073408,135656
ENSMUSG00000044288,1268
ENSMUSG00000033478,57700
ENSMUSG00000004233,10352
ENSMUSG00000007021,9143
ENSMUSG00000063447,7322
ENSMUSG00000092094,219578
ENSMUSG00000045989,146378
ENSMUSG00000017843,5527
ENSMUSG00000036646,11253
ENSMUSG00000044150,256643
ENSMUSG00000037029,7705
ENSMUSG00000078577,127391
ENSMUSG00000078784,401466
ENSMUSG00000011831,7813
ENSMUSG00000045790,91050
ENSMUSG00000028932,5701
ENSMUSG00000045514,130075
ENSMUSG00000038264,8482
ENSMUSG00000048677,219931
ENSMUSG00000047969,390154
ENSMUSG00000047969,390155
ENSMUSG00000071276,2358
ENSMUSG00000071276,2359
ENSMUSG00000027227,6652
ENSMUSG00000034614,113791
ENSMUSG00000043858,23636
ENSMUSG00000034203,131474
ENSMUSG00000021768,51207
ENSMUSG00000053460,2677
ENSMUSG00000038252,9918
ENSMUSG00000024238,6935
ENSMUSG00000022564,2907
ENSMUSG00000003731,23633
ENSMUSG00000089337,26766
ENSMUSG00000038393,10628
ENSMUSG00000029864,373156
ENSMUSG00000024211,2918
ENSMUSG00000024667,51259
ENSMUSG00000019826,9841
ENSMUSG00000020863,51747
ENSMUSG00000026657,55691
ENSMUSG00000041078,2894
ENSMUSG00000042757,66000
ENSMUSG00000049532,6297
ENSMUSG00000047547,1212
ENSMUSG00000042099,256949
ENSMUSG00000074277,653583
ENSMUSG00000026616,1380
ENSMUSG00000091987,378949
ENSMUSG00000091987,159163
ENSMUSG00000091987,159163
ENSMUSG00000091987,5940
ENSMUSG00000091987,378948
ENSMUSG00000091987,5940
ENSMUSG00000037196,135138
ENSMUSG00000000290,3689
ENSMUSG00000027404,6628
ENSMUSG00000037355,57654
ENSMUSG00000023336,58189
ENSMUSG00000090698,81575
ENSMUSG00000040459,55082
ENSMUSG00000051705,123228
ENSMUSG00000031374,139735
ENSMUSG00000016524,29949
ENSMUSG00000093413,677803
ENSMUSG00000072501,51105
ENSMUSG00000072814,400735
ENSMUSG00000072814,101929983
ENSMUSG00000072814,65122
ENSMUSG00000072814,391003
ENSMUSG00000072814,343071
ENSMUSG00000072814,391004
ENSMUSG00000072814,343068
ENSMUSG00000072814,645425
ENSMUSG00000072814,729528
ENSMUSG00000072814,390999
ENSMUSG00000072814,343070
ENSMUSG00000072814,65121
ENSMUSG00000072814,653619
ENSMUSG00000072814,440560
ENSMUSG00000072814,391002
ENSMUSG00000072814,441873
ENSMUSG00000072814,441871
ENSMUSG00000072814,440561
ENSMUSG00000072814,441873
ENSMUSG00000089675,54575
ENSMUSG00000089675,54576
ENSMUSG00000089675,54578
ENSMUSG00000089675,54577
ENSMUSG00000089675,54600
ENSMUSG00000031146,5355
ENSMUSG00000045100,115286
ENSMUSG00000038506,55208
ENSMUSG00000022756,6545
ENSMUSG00000000202,388419
ENSMUSG00000078420,219464
ENSMUSG00000059246,27023
ENSMUSG00000000374,7109
ENSMUSG00000000374,102724200
ENSMUSG00000049123,57828
ENSMUSG00000041815,84271
ENSMUSG00000005505,55709
ENSMUSG00000003184,3661
ENSMUSG00000020275,5966
ENSMUSG00000077254,677829
ENSMUSG00000031207,4478
ENSMUSG00000025964,8745
ENSMUSG00000027552,1875
ENSMUSG00000040451,259230
ENSMUSG00000092164,79785
ENSMUSG00000021710,57486
ENSMUSG00000046615,139741
ENSMUSG00000040688,10607
ENSMUSG00000035020,255324
ENSMUSG00000021594,6715
ENSMUSG00000034457,60401
ENSMUSG00000028541,8704
ENSMUSG00000038520,79735
ENSMUSG00000034647,23253
ENSMUSG00000024790,29901
ENSMUSG00000042198,79145
ENSMUSG00000047976,3736
ENSMUSG00000030103,8553
ENSMUSG00000029915,23601
ENSMUSG00000014786,6553
ENSMUSG00000040663,23529
ENSMUSG00000022025,11061
ENSMUSG00000024067,84661
ENSMUSG00000041617,91409
ENSMUSG00000041617,90557
ENSMUSG00000037681,83850
ENSMUSG00000063659,10472
ENSMUSG00000031921,7014
