V1,V2
ENSMUSG00000019158,54958
ENSMUSG00000019179,4191
ENSMUSG00000019428,23770
ENSMUSG00000019577,5166
ENSMUSG00000019689,154791
ENSMUSG00000019710,79590
ENSMUSG00000019763,55005
ENSMUSG00000019774,54516
ENSMUSG00000019797,51250
ENSMUSG00000019832,10981
ENSMUSG00000019863,55278
ENSMUSG00000019864,84816
ENSMUSG00000020022,55967
ENSMUSG00000020038,1407
ENSMUSG00000020079,6832
ENSMUSG00000020085,84883
ENSMUSG00000020111,10367
ENSMUSG00000020153,374291
ENSMUSG00000020163,10975
ENSMUSG00000020219,26517
ENSMUSG00000020250,7296
ENSMUSG00000020256,160428
ENSMUSG00000020258,132158
ENSMUSG00000020268,90624
ENSMUSG00000020321,4190
ENSMUSG00000020329,5442
ENSMUSG00000020334,6583
ENSMUSG00000020359,85007
ENSMUSG00000020402,7416
ENSMUSG00000020456,4967
ENSMUSG00000020459,4528
ENSMUSG00000020464,87178
ENSMUSG00000020477,64951
ENSMUSG00000020486,5414
ENSMUSG00000020514,29093
ENSMUSG00000020532,31
ENSMUSG00000020534,6470
ENSMUSG00000020537,1819
ENSMUSG00000020544,1353
ENSMUSG00000020549,60528
ENSMUSG00000020581,10551
ENSMUSG00000020621,57665
ENSMUSG00000020630,246243
ENSMUSG00000020657,51277
ENSMUSG00000020664,1738
ENSMUSG00000020718,11232
ENSMUSG00000020736,30833
ENSMUSG00000020744,60386
ENSMUSG00000020775,64978
ENSMUSG00000020843,29928
ENSMUSG00000020857,4831
ENSMUSG00000020857,4831
ENSMUSG00000020917,47
ENSMUSG00000020935,79877
ENSMUSG00000020988,79944
ENSMUSG00000021003,2581
ENSMUSG00000021036,9517
ENSMUSG00000021040,81892
ENSMUSG00000021044,57143
ENSMUSG00000021048,4522
ENSMUSG00000021079,26520
ENSMUSG00000021102,51218
ENSMUSG00000021125,384
ENSMUSG00000021185,80017
ENSMUSG00000021193,10531
ENSMUSG00000021217,57616
ENSMUSG00000021226,10965
ENSMUSG00000021226,641371
ENSMUSG00000021235,51004
ENSMUSG00000021238,4329
ENSMUSG00000021241,122961
ENSMUSG00000021265,123096
ENSMUSG00000021290,9556
ENSMUSG00000021339,57380
ENSMUSG00000021361,81853
ENSMUSG00000021361,51522
ENSMUSG00000021371,63933
ENSMUSG00000021417,10455
ENSMUSG00000021420,10667
ENSMUSG00000021460,549
ENSMUSG00000021474,94081
ENSMUSG00000021486,27166
ENSMUSG00000021496,84105
ENSMUSG00000021509,153328
ENSMUSG00000021519,51001
ENSMUSG00000021520,7381
ENSMUSG00000021577,6389
ENSMUSG00000021591,2745
ENSMUSG00000021606,4726
ENSMUSG00000021607,64979
ENSMUSG00000021622,1160
ENSMUSG00000021646,64087
ENSMUSG00000021650,79810
ENSMUSG00000021666,84340
ENSMUSG00000021731,10884
ENSMUSG00000021748,5162
ENSMUSG00000021764,4724
ENSMUSG00000021771,7417
ENSMUSG00000021773,118881
ENSMUSG00000021786,54995
ENSMUSG00000021792,84293
ENSMUSG00000021794,2747
ENSMUSG00000021794,2746
ENSMUSG00000021809,25961
ENSMUSG00000021868,10105
ENSMUSG00000021906,92106
ENSMUSG00000021913,55753
ENSMUSG00000021919,1103
ENSMUSG00000021967,78988
ENSMUSG00000021973,221154
ENSMUSG00000021993,4285
ENSMUSG00000022003,253512
ENSMUSG00000022013,29103
ENSMUSG00000022022,9617
ENSMUSG00000022110,8803
ENSMUSG00000022186,5019
ENSMUSG00000022210,10901
ENSMUSG00000022210,317749
ENSMUSG00000022244,23600
ENSMUSG00000022299,81034
ENSMUSG00000022307,55074
ENSMUSG00000022323,10247
ENSMUSG00000022337,9694
ENSMUSG00000022354,4715
ENSMUSG00000022370,28998
ENSMUSG00000022386,55687
ENSMUSG00000022401,63929
ENSMUSG00000022407,158
ENSMUSG00000022412,54471
ENSMUSG00000022427,56993
ENSMUSG00000022437,25813
ENSMUSG00000022450,4700
ENSMUSG00000022452,91689
ENSMUSG00000022477,50
ENSMUSG00000022550,203054
ENSMUSG00000022551,1537
ENSMUSG00000022589,1584
ENSMUSG00000022589,1585
ENSMUSG00000022668,29083
ENSMUSG00000022679,255027
ENSMUSG00000022706,64976
ENSMUSG00000022742,1371
ENSMUSG00000022752,9868
ENSMUSG00000022763,150209
ENSMUSG00000022792,51067
ENSMUSG00000022820,4710
ENSMUSG00000022853,1962
ENSMUSG00000022889,54148
ENSMUSG00000022890,522
ENSMUSG00000022956,539
ENSMUSG00000022982,6647
ENSMUSG00000023019,2819
ENSMUSG00000023020,84987
ENSMUSG00000023089,4698
ENSMUSG00000023094,22921
ENSMUSG00000023723,51649
ENSMUSG00000023832,39
ENSMUSG00000023861,51660
ENSMUSG00000023912,9481
ENSMUSG00000023921,4594
ENSMUSG00000023938,57505
ENSMUSG00000023939,64928
ENSMUSG00000023967,55168
ENSMUSG00000024012,23787
ENSMUSG00000024038,4731
ENSMUSG00000024069,55676
ENSMUSG00000024082,55471
ENSMUSG00000024099,4729
ENSMUSG00000024120,10128
ENSMUSG00000024132,1632
ENSMUSG00000024158,3029
ENSMUSG00000024177,4833
ENSMUSG00000024181,10573
ENSMUSG00000024208,84300
ENSMUSG00000024234,55149
ENSMUSG00000024248,9167
ENSMUSG00000024259,91137
ENSMUSG00000024359,3313
ENSMUSG00000024414,51264
ENSMUSG00000024436,28973
ENSMUSG00000024442,9812
ENSMUSG00000024507,3295
ENSMUSG00000024510,94033
ENSMUSG00000024527,10939
ENSMUSG00000024530,10650
ENSMUSG00000024556,4200
ENSMUSG00000024580,134266
ENSMUSG00000024587,4677
ENSMUSG00000024588,2235
ENSMUSG00000024592,401207
ENSMUSG00000024608,6208
ENSMUSG00000024645,29090
ENSMUSG00000024668,54949
ENSMUSG00000024683,54948
ENSMUSG00000024712,55312
ENSMUSG00000024782,50808
ENSMUSG00000024818,283130
ENSMUSG00000024827,2731
ENSMUSG00000024829,219927
ENSMUSG00000024869,254552
ENSMUSG00000024870,5861
ENSMUSG00000024887,653308
ENSMUSG00000024887,56624
ENSMUSG00000024892,5091
ENSMUSG00000024900,1374
ENSMUSG00000024902,65003
ENSMUSG00000024953,25824
ENSMUSG00000024959,572
ENSMUSG00000024963,3338
ENSMUSG00000024978,57678
ENSMUSG00000024981,51703
ENSMUSG00000024997,10935
ENSMUSG00000025007,5832
ENSMUSG00000025036,118980
ENSMUSG00000025037,4128
ENSMUSG00000025059,2710
ENSMUSG00000025140,5831
ENSMUSG00000025153,2194
ENSMUSG00000025176,112817
ENSMUSG00000025204,4714
ENSMUSG00000025208,84545
ENSMUSG00000025209,56652
ENSMUSG00000025212,81855
ENSMUSG00000025260,3028
ENSMUSG00000025269,27301
ENSMUSG00000025270,212
ENSMUSG00000025287,23597
ENSMUSG00000025317,763
ENSMUSG00000025393,506
ENSMUSG00000025403,6472
ENSMUSG00000025428,498
ENSMUSG00000025465,1892
ENSMUSG00000025486,23410
ENSMUSG00000025525,139322
ENSMUSG00000025545,171425
ENSMUSG00000025645,79714
ENSMUSG00000025651,7384
ENSMUSG00000025733,89941
ENSMUSG00000025745,3030
ENSMUSG00000025781,509
ENSMUSG00000025792,1468
ENSMUSG00000025815,55526
ENSMUSG00000025825,23479
ENSMUSG00000025868,192286
ENSMUSG00000025877,3101
ENSMUSG00000025911,137872
ENSMUSG00000025937,51110
ENSMUSG00000025940,54968
ENSMUSG00000025950,3417
ENSMUSG00000025962,22868
ENSMUSG00000025968,4719
ENSMUSG00000025971,79568
ENSMUSG00000025980,3329
ENSMUSG00000025981,80219
ENSMUSG00000025991,1373
ENSMUSG00000026003,33
ENSMUSG00000026029,841
ENSMUSG00000026032,4709
ENSMUSG00000026036,60491
ENSMUSG00000026087,51263
ENSMUSG00000026096,64172
ENSMUSG00000026103,2744
ENSMUSG00000026112,493753
ENSMUSG00000026154,135154
ENSMUSG00000026170,1593
ENSMUSG00000026172,617
ENSMUSG00000026179,25953
ENSMUSG00000026192,471
ENSMUSG00000026198,10058
ENSMUSG00000026248,65080
ENSMUSG00000026255,80303
ENSMUSG00000026260,4705
ENSMUSG00000026272,189
ENSMUSG00000026456,51706
ENSMUSG00000026489,56997
ENSMUSG00000026492,64216
ENSMUSG00000026500,116228
ENSMUSG00000026526,2271
ENSMUSG00000026568,25874
ENSMUSG00000026618,55699
ENSMUSG00000026621,64757
ENSMUSG00000026632,128387
ENSMUSG00000026664,5264
ENSMUSG00000026687,223
ENSMUSG00000026701,9588
ENSMUSG00000026709,55157
ENSMUSG00000026775,10730
ENSMUSG00000026784,23590
ENSMUSG00000026798,51117
ENSMUSG00000026819,114789
ENSMUSG00000026820,80142
ENSMUSG00000026827,2820
ENSMUSG00000026853,1384
ENSMUSG00000026866,8942
ENSMUSG00000026887,92399
ENSMUSG00000026895,4702
ENSMUSG00000026926,23203
ENSMUSG00000027010,8604
ENSMUSG00000027076,26519
ENSMUSG00000027099,10651
ENSMUSG00000027199,2628
ENSMUSG00000027203,1854
ENSMUSG00000027282,23788
ENSMUSG00000027305,51103
ENSMUSG00000027332,3712
ENSMUSG00000027357,54675
ENSMUSG00000027371,151313
ENSMUSG00000027371,51011
ENSMUSG00000027374,64969
ENSMUSG00000027384,79133
ENSMUSG00000027406,3420
ENSMUSG00000027424,92667
ENSMUSG00000027452,84532
ENSMUSG00000027457,9751
ENSMUSG00000027599,55156
ENSMUSG00000027601,9650
ENSMUSG00000027618,9054
ENSMUSG00000027637,100527943
ENSMUSG00000027668,55669
ENSMUSG00000027673,4711
ENSMUSG00000027679,131118
ENSMUSG00000027709,56922
ENSMUSG00000027710,28976
ENSMUSG00000027774,85476
ENSMUSG00000027809,2110
ENSMUSG00000027870,51179
ENSMUSG00000027871,3283
ENSMUSG00000027871,3284
ENSMUSG00000027875,3158
ENSMUSG00000027984,3033
ENSMUSG00000028013,27068
ENSMUSG00000028070,128240
ENSMUSG00000028085,5188
ENSMUSG00000028093,51205
ENSMUSG00000028102,8799
ENSMUSG00000028107,80222
ENSMUSG00000028127,5825
ENSMUSG00000028140,65005
ENSMUSG00000028145,117145
ENSMUSG00000028148,284486
ENSMUSG00000028194,23576
ENSMUSG00000028223,1666
ENSMUSG00000028229,51115
ENSMUSG00000028247,51805
ENSMUSG00000028261,29078
ENSMUSG00000028292,57038
ENSMUSG00000028367,7295
ENSMUSG00000028383,84263
ENSMUSG00000028405,48
ENSMUSG00000028443,318
ENSMUSG00000028455,30968
ENSMUSG00000028470,84681
ENSMUSG00000028527,205
ENSMUSG00000028603,6342
ENSMUSG00000028607,1376
ENSMUSG00000028622,51253
ENSMUSG00000028648,4725
ENSMUSG00000028653,54802
ENSMUSG00000028672,3155
ENSMUSG00000028687,4595
ENSMUSG00000028690,25974
ENSMUSG00000028691,5052
ENSMUSG00000028710,64756
ENSMUSG00000028737,8659
ENSMUSG00000028743,8574
ENSMUSG00000028756,65018
ENSMUSG00000028792,204
ENSMUSG00000028861,64960
ENSMUSG00000028910,51102
ENSMUSG00000028953,10061
ENSMUSG00000028959,10922
ENSMUSG00000028964,11315
ENSMUSG00000028970,5243
ENSMUSG00000028973,11194
ENSMUSG00000028982,84275
ENSMUSG00000028998,54543
ENSMUSG00000029017,9512
ENSMUSG00000029020,9927
ENSMUSG00000029036,83858
ENSMUSG00000029036,219293
ENSMUSG00000029036,55210
ENSMUSG00000029066,55052
ENSMUSG00000029098,8310
ENSMUSG00000029152,54940
ENSMUSG00000029198,80273
ENSMUSG00000029199,11019
ENSMUSG00000029208,60558
ENSMUSG00000029319,27235
ENSMUSG00000029376,441024
ENSMUSG00000029432,2631
ENSMUSG00000029433,56616
ENSMUSG00000029455,217
ENSMUSG00000029456,80724
ENSMUSG00000029486,65008
ENSMUSG00000029499,5827
ENSMUSG00000029518,11021
ENSMUSG00000029535,51499
ENSMUSG00000029536,283459
ENSMUSG00000029545,35
ENSMUSG00000029557,29960
ENSMUSG00000029575,326625
ENSMUSG00000029591,7374
ENSMUSG00000029596,113675
ENSMUSG00000029632,4697
ENSMUSG00000029675,2006
ENSMUSG00000029695,10157
ENSMUSG00000029769,64753
ENSMUSG00000029776,11112
ENSMUSG00000029777,2617
ENSMUSG00000029780,51251
ENSMUSG00000029864,373156
ENSMUSG00000029911,6742
ENSMUSG00000029916,55750
ENSMUSG00000029918,51650
ENSMUSG00000029993,27247
ENSMUSG00000030007,10574
ENSMUSG00000030037,116540
ENSMUSG00000030045,9801
ENSMUSG00000030088,10840
ENSMUSG00000030246,3945
ENSMUSG00000030268,586
ENSMUSG00000030271,4968
ENSMUSG00000030306,83857
ENSMUSG00000030316,132001
ENSMUSG00000030335,51258
ENSMUSG00000030337,6843
ENSMUSG00000030541,3418
ENSMUSG00000030611,64963
ENSMUSG00000030612,26589
ENSMUSG00000030613,60492
ENSMUSG00000030615,84233
ENSMUSG00000030621,10873
ENSMUSG00000030647,4718
ENSMUSG00000030647,100532726
ENSMUSG00000030652,10229
ENSMUSG00000030706,51642
ENSMUSG00000030725,387787
ENSMUSG00000030785,1339
ENSMUSG00000030802,10295
ENSMUSG00000030826,587
ENSMUSG00000030861,36
ENSMUSG00000030869,4706
ENSMUSG00000030871,124454
ENSMUSG00000030879,63875
ENSMUSG00000030884,7385
ENSMUSG00000030922,57149
ENSMUSG00000030934,4942
ENSMUSG00000030935,6296
ENSMUSG00000030945,348158
ENSMUSG00000030945,123876
ENSMUSG00000030972,54988
ENSMUSG00000031059,54539
ENSMUSG00000031105,9016
ENSMUSG00000031158,10245
ENSMUSG00000031173,5009
ENSMUSG00000031200,4515
ENSMUSG00000031278,2182
ENSMUSG00000031299,5160
ENSMUSG00000031352,3052
ENSMUSG00000031360,56474
ENSMUSG00000031373,11238
ENSMUSG00000031378,215
ENSMUSG00000031467,55326
ENSMUSG00000031482,10166
ENSMUSG00000031485,11212
ENSMUSG00000031505,55739
ENSMUSG00000031533,10240
ENSMUSG00000031574,6770
ENSMUSG00000031584,2936
ENSMUSG00000031633,291
ENSMUSG00000031641,84869
ENSMUSG00000031672,2806
ENSMUSG00000031700,84706
ENSMUSG00000031710,7350
ENSMUSG00000031730,1723
ENSMUSG00000031782,57017
ENSMUSG00000031818,1327
ENSMUSG00000031901,54920
ENSMUSG00000031903,23659
ENSMUSG00000031924,80777
ENSMUSG00000031948,3735
ENSMUSG00000031958,197257
ENSMUSG00000031969,27034
ENSMUSG00000031974,23456
ENSMUSG00000032026,25996
ENSMUSG00000032044,84881
ENSMUSG00000032047,38
ENSMUSG00000032051,2230
ENSMUSG00000032067,5805
ENSMUSG00000032109,79671
ENSMUSG00000032263,594
ENSMUSG00000032279,3419
ENSMUSG00000032293,3658
ENSMUSG00000032314,2108
ENSMUSG00000032323,1583
ENSMUSG00000032330,1347
ENSMUSG00000032342,25821
ENSMUSG00000032370,114294
ENSMUSG00000032418,4199
ENSMUSG00000032449,55186
ENSMUSG00000032459,56945
ENSMUSG00000032478,10201
ENSMUSG00000032517,4336
ENSMUSG00000032527,5096
ENSMUSG00000032563,11222
ENSMUSG00000032579,51409
ENSMUSG00000032602,788
ENSMUSG00000032607,275
ENSMUSG00000032615,56953
ENSMUSG00000032786,211
ENSMUSG00000032841,79899
ENSMUSG00000032902,6566
ENSMUSG00000032942,7352
ENSMUSG00000033126,54059
ENSMUSG00000033157,55347
ENSMUSG00000033213,84419
ENSMUSG00000033216,60678
ENSMUSG00000033429,84693
ENSMUSG00000033475,100188893
ENSMUSG00000033491,167681
ENSMUSG00000033533,116285
ENSMUSG00000033624,55066
ENSMUSG00000033685,7351
ENSMUSG00000033707,441381
ENSMUSG00000033720,94097
ENSMUSG00000033735,6697
ENSMUSG00000033751,90480
ENSMUSG00000033845,29088
ENSMUSG00000033918,55486
ENSMUSG00000033938,4713
ENSMUSG00000034000,129807
ENSMUSG00000034173,124751
ENSMUSG00000034173,114821
ENSMUSG00000034189,83693
ENSMUSG00000034203,131474
ENSMUSG00000034211,51373
ENSMUSG00000034248,51312
ENSMUSG00000034285,8508
ENSMUSG00000034424,2653
ENSMUSG00000034566,10476
ENSMUSG00000034729,55173
ENSMUSG00000034789,53917
ENSMUSG00000034875,390916
ENSMUSG00000034880,64981
ENSMUSG00000034932,116541
ENSMUSG00000035069,115209
ENSMUSG00000035139,79048
ENSMUSG00000035142,80224
ENSMUSG00000035202,23395
ENSMUSG00000035232,5165
ENSMUSG00000035472,89874
ENSMUSG00000035505,285521
ENSMUSG00000035559,84769
ENSMUSG00000035561,219
ENSMUSG00000035674,4696
ENSMUSG00000035772,51116
ENSMUSG00000035824,7084
ENSMUSG00000035885,1351
ENSMUSG00000035891,64781
ENSMUSG00000035936,7915
ENSMUSG00000035948,79611
ENSMUSG00000036199,51079
ENSMUSG00000036285,84273
ENSMUSG00000036368,151393
ENSMUSG00000036555,23288
ENSMUSG00000036751,1340
ENSMUSG00000036850,64975
ENSMUSG00000036860,128308
ENSMUSG00000036872,94160
ENSMUSG00000036880,10449
ENSMUSG00000036892,58510
ENSMUSG00000036932,9131
ENSMUSG00000036943,51762
ENSMUSG00000036983,51106
ENSMUSG00000037012,3098
ENSMUSG00000037152,4717
ENSMUSG00000037196,135138
ENSMUSG00000037216,51601
ENSMUSG00000037242,25932
ENSMUSG00000037321,6890
ENSMUSG00000037353,25875
ENSMUSG00000037514,80025
ENSMUSG00000037523,57506
ENSMUSG00000037531,57129
ENSMUSG00000037601,654364
ENSMUSG00000037636,203427
ENSMUSG00000037710,55847
ENSMUSG00000037740,64949
ENSMUSG00000037747,84457
ENSMUSG00000037772,102724828
ENSMUSG00000037772,6150
ENSMUSG00000037787,84334
ENSMUSG00000037805,4736
ENSMUSG00000037826,152926
ENSMUSG00000037916,4723
ENSMUSG00000038046,55178
ENSMUSG00000038084,4976
ENSMUSG00000038121,125228
ENSMUSG00000038195,83547
ENSMUSG00000038240,57107
ENSMUSG00000038286,670
ENSMUSG00000038302,246269
ENSMUSG00000038412,25994
ENSMUSG00000038462,7386
ENSMUSG00000038525,83787
ENSMUSG00000038567,1591
ENSMUSG00000038582,160760
ENSMUSG00000038690,9551
ENSMUSG00000038717,10632
ENSMUSG00000038717,267020
ENSMUSG00000038838,57176
ENSMUSG00000038845,5245
ENSMUSG00000038880,65993
ENSMUSG00000038888,90353
ENSMUSG00000038936,51097
ENSMUSG00000038967,5164
ENSMUSG00000039016,26521
ENSMUSG00000039018,92170
ENSMUSG00000039048,55572
ENSMUSG00000039063,79746
ENSMUSG00000039069,26164
ENSMUSG00000039096,55316
ENSMUSG00000039163,152100
ENSMUSG00000039176,5428
ENSMUSG00000039264,55340
ENSMUSG00000039640,6182
ENSMUSG00000039661,78986
ENSMUSG00000039670,339229
ENSMUSG00000039680,64968
ENSMUSG00000039682,51056
ENSMUSG00000039768,55735
ENSMUSG00000039913,57144
ENSMUSG00000039914,93058
ENSMUSG00000040018,1355
ENSMUSG00000040048,4716
ENSMUSG00000040112,60488
ENSMUSG00000040147,4129
ENSMUSG00000040213,56267
ENSMUSG00000040269,28957
ENSMUSG00000040322,29957
ENSMUSG00000040354,4141
ENSMUSG00000040370,144363
ENSMUSG00000040414,81894
ENSMUSG00000040429,7978
ENSMUSG00000040464,85865
ENSMUSG00000040521,10102
ENSMUSG00000040532,83451
ENSMUSG00000040618,5106
ENSMUSG00000040675,25902
ENSMUSG00000040706,79814
ENSMUSG00000040740,284723
ENSMUSG00000040888,2671
ENSMUSG00000041028,27069
ENSMUSG00000041168,9361
ENSMUSG00000041241,79594
ENSMUSG00000041426,26275
ENSMUSG00000041429,4913
ENSMUSG00000041632,23107
ENSMUSG00000041650,5095
ENSMUSG00000041660,8424
ENSMUSG00000041697,1337
ENSMUSG00000041733,84274
ENSMUSG00000041736,706
ENSMUSG00000041797,10350
ENSMUSG00000041881,4701
ENSMUSG00000041912,11022
ENSMUSG00000041921,254042
ENSMUSG00000042010,32
ENSMUSG00000042032,27430
ENSMUSG00000042102,29958
ENSMUSG00000042148,1352
ENSMUSG00000042198,79145
ENSMUSG00000042298,54902
ENSMUSG00000042410,8540
ENSMUSG00000042426,54505
ENSMUSG00000042505,57001
ENSMUSG00000042709,91647
ENSMUSG00000042787,9941
ENSMUSG00000043140,25880
ENSMUSG00000043162,100996939
ENSMUSG00000043284,8834
ENSMUSG00000043510,150274
ENSMUSG00000043572,25973
ENSMUSG00000043702,201626
ENSMUSG00000044005,27165
ENSMUSG00000044018,54534
ENSMUSG00000044221,2926
ENSMUSG00000044763,54931
ENSMUSG00000044792,81689
ENSMUSG00000044894,27089
ENSMUSG00000044986,7263
ENSMUSG00000045100,115286
ENSMUSG00000045316,81889
ENSMUSG00000045455,1678
ENSMUSG00000045538,55794
ENSMUSG00000045854,57226
ENSMUSG00000045948,6183
ENSMUSG00000045973,147407
ENSMUSG00000045973,92014
ENSMUSG00000046329,79085
ENSMUSG00000046516,10063
ENSMUSG00000046573,57128
ENSMUSG00000046598,622
ENSMUSG00000046603,285343
ENSMUSG00000046756,51081
ENSMUSG00000046947,90956
ENSMUSG00000046994,92935
ENSMUSG00000047026,341392
ENSMUSG00000047674,5161
ENSMUSG00000047804,11216
ENSMUSG00000048065,51700
ENSMUSG00000048217,162417
ENSMUSG00000048371,57546
ENSMUSG00000048486,128486
ENSMUSG00000048489,11067
ENSMUSG00000048755,27349
ENSMUSG00000048826,168002
ENSMUSG00000048856,283600
ENSMUSG00000049038,80298
ENSMUSG00000049090,284273
ENSMUSG00000049106,8816
ENSMUSG00000049225,54704
ENSMUSG00000049287,200205
ENSMUSG00000049422,400916
ENSMUSG00000049760,125988
ENSMUSG00000049858,6821
ENSMUSG00000049960,51021
ENSMUSG00000050144,9673
ENSMUSG00000050304,83884
ENSMUSG00000050323,137682
ENSMUSG00000050553,2712
ENSMUSG00000050608,440574
ENSMUSG00000050705,221545
ENSMUSG00000050732,8673
ENSMUSG00000050856,521
ENSMUSG00000051343,26056
ENSMUSG00000051346,283377
ENSMUSG00000051671,388753
ENSMUSG00000051811,125965
ENSMUSG00000052131,57016
ENSMUSG00000052131,441282
ENSMUSG00000052214,80207
ENSMUSG00000052337,10989
ENSMUSG00000052605,79763
ENSMUSG00000052738,8802
ENSMUSG00000052962,51318
ENSMUSG00000053291,53916
ENSMUSG00000053329,8209
ENSMUSG00000053329,102724023
ENSMUSG00000053510,4898
ENSMUSG00000053644,501
ENSMUSG00000053746,138428
ENSMUSG00000053768,54927
ENSMUSG00000053898,1891
ENSMUSG00000054021,23408
ENSMUSG00000054027,51559
ENSMUSG00000054099,55972
ENSMUSG00000054312,54460
ENSMUSG00000054428,93974
ENSMUSG00000054733,4482
ENSMUSG00000054894,27109
ENSMUSG00000055137,79783
ENSMUSG00000055782,225
ENSMUSG00000056228,79587
ENSMUSG00000056234,8031
ENSMUSG00000056671,153768
ENSMUSG00000056899,83943
ENSMUSG00000057134,84890
ENSMUSG00000057228,51166
ENSMUSG00000057229,55101
ENSMUSG00000057329,596
ENSMUSG00000057363,80146
ENSMUSG00000057388,29074
ENSMUSG00000057497,84908
ENSMUSG00000057789,578
ENSMUSG00000057880,18
ENSMUSG00000058076,6391
ENSMUSG00000058258,3422
ENSMUSG00000058267,63931
ENSMUSG00000058586,253190
ENSMUSG00000058927,54205
ENSMUSG00000058979,27440
ENSMUSG00000059183,123263
ENSMUSG00000059363,2395
ENSMUSG00000059447,3032
ENSMUSG00000059534,29796
ENSMUSG00000059734,4728
ENSMUSG00000059743,2224
ENSMUSG00000060376,593
ENSMUSG00000060636,6165
